"","date","incident_num","incident_type","city","state","zip","county","destroyed","major","minor","affected","injured","hospitalized","deceased","adults","children","families","assistance","verified","dispatched","responders_id","on_scene","departed"
"4352",2015-11-26,161068,"No response needed","Mount Prospect","IL",60056,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4353",2015-11-26,161069,"Fire","Chicago","IL",60628,"Cook",0,2,0,0,0,0,0,5,6,3,2635,2015-11-27 02:59:00,2015-11-27 03:00:00,2015-11-27 03:19:00,NA,2015-11-27 05:31:00
"4354",2015-11-26,161070,"Fire","Chicago","IL",60618,"Cook",0,3,0,0,0,0,0,5,0,5,2025,2015-11-27 03:01:00,2015-11-27 03:01:00,2015-11-27 03:09:00,2015-11-27 03:53:00,2015-11-27 05:10:00
"4355",2015-11-26,161071,"No response needed","Highland Park","IL",60035,"Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4356",2015-11-27,161072,"Transportation","Blue Island","IL",60406,"Cook",0,0,1,0,0,0,0,1,0,1,545,2015-11-27 10:06:00,2015-11-27 10:06:00,2015-11-27 10:26:00,NA,2015-11-27 12:19:00
"4357",2015-11-27,161073,"No response needed","Oak Lawn","IL",60457,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4358",2015-11-27,161074,"Fire","Harvey","IL",60426,"Cook",0,1,0,0,0,0,0,2,4,1,1590,2015-11-27 19:47:00,2015-11-27 19:48:00,2015-11-27 22:18:00,2015-11-28 00:58:00,2015-11-28 01:40:00
"4359",2015-11-27,161076,"No response needed","Pingree Grove","IL",60140,"Kane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4360",2015-11-27,161077,"Fire","Chicago","IL",60632,"Cook",0,0,0,0,0,0,0,0,0,0,NA,2015-11-27 21:31:00,2015-11-27 21:42:00,2015-11-27 22:19:00,NA,2015-11-27 23:53:00
"4361",2015-11-27,161078,"Fire","Robbins","IL",60472,"Cook",1,0,0,0,0,0,0,1,0,1,545,2015-11-27 22:30:00,2015-11-27 22:52:00,2015-11-27 22:55:00,2015-11-28 00:22:00,2015-11-28 00:46:00
"4362",2015-11-27,161079,"No response needed","Chicago","IL",60638,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4363",2015-11-27,161080,"No response needed","Burr Ridge","IL",60527,"DuPage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4364",2015-11-28,161081,"No response needed","Woodstock","IL",60098,"McHenry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4365",2015-11-28,161082,"Fire","Matteson","IL",60443,"Cook",1,0,0,0,0,0,0,2,2,1,920,2015-11-28 12:04:00,2015-11-28 12:50:00,2015-11-28 13:12:00,2015-11-28 13:44:00,2015-11-28 14:21:00
"4366",2015-11-28,161084,"No response needed","Round Lake Beach","IL",60073,"Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4367",2015-11-28,161085,"Fire","Chicago","IL",60621,"Cook",1,1,0,0,0,0,0,4,4,2,1840,2015-11-29 00:44:00,2015-11-29 00:45:00,2015-11-29 01:05:00,2015-11-29 02:07:00,2015-11-29 03:39:00
"4368",2015-11-28,161086,"No response needed","Addison","IL",60101,"DuPage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4369",2015-11-28,161087,"Fire","Chicago","IL",60609,"Cook",0,1,0,0,0,0,0,0,0,0,NA,2015-11-29 01:47:00,2015-11-29 01:48:00,2015-11-29 01:51:00,2015-11-29 02:38:00,2015-11-29 02:44:00
"4370",2015-11-28,161088,"No response needed","Alsip","IL",60803,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4371",2015-11-29,161089,"No response needed","Rock Falls","IL",61071,"Whiteside",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4372",2015-11-29,161090,"No response needed","Chicago","IL",60644,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4373",2015-11-29,161091,"No response needed","Zion","IL",60099,"Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4374",2015-11-29,161092,"Fire","Chicago","IL",60649,"Cook",0,1,0,0,0,0,0,2,5,1,1435,2015-11-29 20:44:00,2015-11-29 20:44:00,2015-11-29 21:26:00,NA,2015-11-29 23:02:00
"4375",2015-11-29,161093,"Fire","Spring Grove","IL",60081,"McHenry",2,0,0,0,0,0,0,3,3,2,1590,2015-11-29 20:59:00,2015-11-29 21:00:00,2015-11-29 21:03:00,NA,2015-11-29 23:13:00
"4376",2015-11-29,161094,"No response needed","Chicago","IL",60620,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4377",2015-11-29,161095,"No response needed","Glen Ellyn","IL",60137,"DuPage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4378",2015-11-29,161096,"Flood","Lyons","IL",60534,"Cook",0,0,2,0,0,0,0,3,4,2,560,2015-11-30 02:25:00,2015-11-30 02:41:00,2015-11-30 02:54:00,2015-11-30 03:36:00,2015-11-30 05:02:00
"4379",2015-11-29,161097,"Fire","Chicago","IL",60628,"Cook",0,1,0,0,0,0,0,2,0,2,810,2015-11-30 02:39:00,2015-11-30 03:17:00,2015-11-30 03:25:00,NA,2015-11-30 04:58:00
"4380",2015-11-29,161098,"No response needed","Mokena","IL",60448,"Will",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4381",2015-11-29,161099,"Fire","Aurora","IL",60505,"Kane",0,0,1,0,0,0,0,3,3,1,1310,2015-11-30 04:50:00,2015-11-30 05:07:00,2015-11-30 05:17:00,NA,2015-11-30 07:06:00
"4382",2015-11-30,161100,"Fire","Chicago","IL",60644,"Cook",0,4,0,0,0,0,0,9,3,4,3275,2015-11-30 08:38:00,2015-11-30 08:41:00,2015-11-30 08:58:00,2015-11-30 09:35:00,2015-11-30 11:40:00
"4383",2015-11-30,161101,"Fire","Chicago","IL",60609,"Cook",0,0,0,1,0,0,0,3,5,1,755,2015-11-30 09:10:00,2015-11-30 09:12:00,2015-11-30 10:16:00,2015-11-30 10:16:00,2015-11-30 11:09:00
"4384",2015-11-30,161102,"No response needed","Chicago","IL",60644,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4385",2015-11-30,161103,"Fire","Maywood","IL",60153,"Cook",0,1,0,0,0,0,0,2,0,1,530,2015-11-30 11:16:00,2015-11-30 11:19:00,2015-11-30 11:23:00,2015-11-30 11:32:00,2015-11-30 12:15:00
"4386",2015-11-30,161104,"No response needed","Niles","IL",60714,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4387",2015-11-30,161105,"Fire","Chicago","IL",60607,"Cook",0,1,0,0,0,0,0,1,0,1,405,2015-11-30 22:52:00,2015-12-01 16:00:00,2015-12-01 16:05:00,2015-12-01 16:10:00,2015-12-01 16:15:00
"4388",2015-11-30,161106,"Fire","Harvey","IL",60426,"Cook",0,0,0,1,0,0,0,4,4,1,755,2015-12-01 04:56:00,2015-12-01 04:56:00,2015-12-01 05:04:00,NA,2015-12-01 06:34:00
"4389",2015-12-01,161107,"Fire","Chicago","IL",60619,"Cook",1,0,0,0,0,0,0,0,0,0,NA,2015-12-01 07:18:00,2015-12-01 07:19:00,2015-12-01 07:35:00,2015-12-01 08:21:00,2015-12-01 08:48:00
"4390",2015-12-01,161108,"No response needed","Downers Grove","IL",60516,"DuPage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4391",2015-12-01,161109,"Fire","Chicago","IL",60623,"Cook",0,0,0,3,0,1,0,3,2,2,1060,2015-12-01 14:14:00,2015-12-01 14:17:00,2015-12-01 14:23:00,2015-12-01 15:47:00,2015-12-01 16:55:00
"4392",2015-12-01,161110,"Fire","Chicago","IL",60612,"Cook",0,0,0,1,0,0,0,0,0,0,NA,2015-12-01 15:54:00,2015-12-01 15:54:00,2015-12-01 16:10:00,NA,2015-12-01 16:31:00
"4393",2015-12-01,161111,"Fire","Chicago","IL",60612,"Cook",0,0,0,1,0,0,0,3,0,1,145,2015-12-01 16:24:00,2015-12-01 16:29:00,2015-12-01 17:14:00,2015-12-01 17:32:00,2015-12-01 18:15:00
"4394",2015-12-01,161112,"Fire","Chicago","IL",60620,"Cook",0,0,0,1,0,0,0,2,2,1,780,2015-12-01 22:06:00,2015-12-01 22:23:00,2015-12-01 22:38:00,NA,2015-12-02 00:36:00
"4395",2015-12-01,161113,"No response needed","Elwood","IL",60421,"Will",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4396",2015-12-02,161114,"Fire","Chicago","IL",60619,"Cook",0,0,1,0,0,0,0,1,0,1,NA,2015-12-02 06:13:00,2015-12-02 06:41:00,2015-12-02 07:11:00,2015-12-02 07:41:00,2015-12-02 09:36:00
"4397",2015-12-02,161115,"Fire","Chicago","IL",60608,"Cook",0,4,0,0,0,0,0,1,0,1,NA,2015-12-02 06:51:00,2015-12-02 06:55:00,2015-12-02 07:00:00,NA,2015-12-02 08:21:00
"4398",2015-12-02,161116,"Fire","Chicago","IL",60609,"Cook",0,1,0,0,0,0,0,5,5,2,1810,2015-12-02 09:20:00,2015-12-02 09:24:00,2015-12-02 09:33:00,2015-12-02 09:47:00,2015-12-02 10:38:00
"4399",2015-12-02,161117,"Fire","Chicago","IL",60637,"Cook",0,1,0,0,0,0,0,1,2,1,655,2015-12-02 15:43:00,2015-12-02 17:01:00,2015-12-02 17:03:00,2015-12-02 18:43:00,2015-12-02 19:40:00
"4400",2015-12-02,161118,"Fire","Chicago","IL",60621,"Cook",0,1,0,0,0,0,0,1,0,1,405,2015-12-02 20:57:00,2015-12-02 20:58:00,2015-12-02 21:23:00,2015-12-02 22:52:00,2015-12-02 23:33:00
"4401",2015-12-02,161119,"No response needed","Des Plaines","IL",60016,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4402",2015-12-02,161122,"No response needed","Sandwich","IL",60548,"Kendall",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4403",2015-12-03,161124,"No response needed","Chicago","IL",60623,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4404",2015-12-03,161125,"No response needed","Chicago","IL",60617,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4405",2015-12-03,161126,"Fire","Chicago","IL",60636,"Cook",0,1,0,0,0,0,0,1,0,1,405,2015-12-03 18:13:00,2015-12-03 18:14:00,2015-12-03 18:18:00,2015-12-03 19:59:00,2015-12-03 20:44:00
"4406",2015-12-03,161127,"No response needed","Summit","IL",60501,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4407",2015-12-03,161128,"Fire","Chicago","IL",60620,"Cook",0,1,0,0,0,1,0,6,0,1,750,2015-12-04 00:43:00,2015-12-04 00:44:00,2015-12-04 00:57:00,2015-12-04 02:36:00,2015-12-04 04:50:00
"4408",2015-12-03,161130,"No response needed","Bridgeview","IL",60455,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4409",2015-12-03,161131,"Fire","Chicago","IL",60636,"Cook",0,1,0,0,0,0,0,2,0,1,NA,2015-12-04 03:17:00,2015-12-04 03:18:00,2015-12-04 03:25:00,2015-12-04 04:01:00,2015-12-04 05:36:00
"4410",2015-12-04,161132,"No response needed","Chicago","IL",60637,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4411",2015-12-04,161133,"Fire","Chicago","IL",60624,"Cook",0,1,0,0,0,0,0,1,2,1,375,2015-12-04 14:02:00,2015-12-04 14:11:00,2015-12-04 14:11:00,2015-12-04 16:06:00,2015-12-04 17:18:00
"4412",2015-12-04,161134,"No response needed","Monee","IL",60449,"Will",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4413",2015-12-04,161135,"Fire","Chicago","IL",60643,"Cook",0,1,0,0,0,1,0,2,0,1,670,2015-12-04 21:39:00,2015-12-04 22:03:00,2015-12-04 22:03:00,NA,2015-12-05 00:11:00
"4414",2015-12-04,161136,"No response needed","Herscher","IL",60941,"Kankakee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4415",2015-12-04,161137,"Fire","Davis Junction","IL",61020,"Ogle",0,0,0,1,0,0,0,1,0,1,50,2015-12-05 01:16:00,2015-12-05 13:35:00,2015-12-05 13:49:00,2015-12-05 15:10:00,2015-12-05 15:57:00
"4416",2015-12-05,161138,"No response needed","Princeton","IL",61356,"Bureau",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4417",2015-12-05,161139,"Fire","Peru","IL",61354,"LaSalle",0,0,1,0,0,0,0,2,0,1,NA,2015-12-05 16:59:00,2015-12-05 17:20:00,2015-12-05 17:25:00,2015-12-05 18:09:00,2015-12-05 18:35:00
"4418",2015-12-05,161140,"No response needed","Lynwood","IL",60411,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4419",2015-12-06,161141,"Fire","Chicago","IL",60660,"Cook",0,0,0,0,0,0,0,0,0,0,NA,2015-12-06 21:05:00,2015-12-06 21:08:00,2015-12-06 21:13:00,NA,2015-12-06 22:19:00
"4420",2015-12-06,161143,"Fire","Markham","IL",60428,"Cook",0,0,0,1,0,0,0,0,0,0,NA,2015-12-07 05:10:00,2015-12-07 05:15:00,2015-12-07 05:36:00,NA,2015-12-07 06:44:00
"4421",2015-12-07,161144,"Fire","Streator","IL",61364,"LaSalle",0,0,1,0,0,0,0,4,5,2,1465,2015-12-07 13:55:00,2015-12-07 13:55:00,2015-12-07 14:10:00,2015-12-07 14:45:00,2015-12-07 15:19:00
"4422",2015-12-07,161145,"Fire","Des Plaines","IL",60016,"Cook",0,1,0,0,0,0,0,1,0,0,405,2015-12-07 21:53:00,2015-12-07 21:58:00,2015-12-07 22:29:00,2015-12-07 23:43:00,2015-12-08 01:17:00
"4423",2015-12-07,161146,"No response needed","Romeoville","IL",60446,"Will",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4424",2015-12-07,161147,"No response needed","Country Club Hills","IL",60478,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4425",2015-12-07,161148,"No response needed","Chicago","IL",60610,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4426",2015-12-07,161149,"No response needed","Berwyn","IL",60402,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4427",2015-12-08,161150,"No response needed","Chicago","IL",60617,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4428",2015-12-08,161151,"No response needed","Harvey","IL",60426,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4429",2015-12-08,161152,"No response needed","Chicago","IL",60628,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4430",2015-12-08,161153,"Fire","Chicago","IL",60653,"Cook",0,0,0,0,0,0,0,0,0,0,NA,2015-12-08 20:14:00,2015-12-08 20:15:00,2015-12-08 20:28:00,2015-12-08 21:12:00,2015-12-08 21:31:00
"4431",2015-12-08,161154,"No response needed","Burbank","IL",60459,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4432",2015-12-09,161155,"No response needed","Chicago","IL",60621,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4433",2015-12-09,161156,"Fire","Chicago","IL",60628,"Cook",1,0,0,0,0,0,0,1,0,1,405,2015-12-09 18:15:00,2015-12-09 18:16:00,2015-12-09 18:32:00,2015-12-09 19:23:00,2015-12-09 19:44:00
"4434",2015-12-09,161157,"No response needed","Oak Lawn","IL",60453,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4435",2015-12-09,161158,"Fire","Wood Dale","IL",60191,"DuPage",0,1,0,0,0,0,0,5,2,1,1435,2015-12-10 01:40:00,2015-12-10 01:45:00,2015-12-10 02:00:00,2015-12-10 02:40:00,2015-12-10 03:34:00
"4436",2015-12-10,161159,"Fire","Chicago","IL",60621,"Cook",0,2,0,0,0,0,0,1,0,1,405,2015-12-10 06:37:00,2015-12-10 07:58:00,2015-12-10 08:05:00,2015-12-10 08:50:00,2015-12-10 09:11:00
"4437",2015-12-10,161160,"No response needed","Evergreen Park","IL",60805,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4438",2015-12-10,161161,"No response needed","Chicago","IL",60621,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4439",2015-12-10,161162,"Fire","Chicago","IL",60619,"Cook",0,0,1,0,0,0,0,1,3,1,200,2015-12-10 12:10:00,2015-12-14 16:19:00,2015-12-14 16:21:00,2015-12-14 17:30:00,2015-12-14 18:00:00
"4440",2015-12-10,161163,"Fire","Streator","IL",61364,"LaSalle",1,0,0,0,0,0,2,3,0,1,295,2015-12-10 14:50:00,2015-12-10 15:37:00,2015-12-10 15:38:00,2015-12-10 15:38:00,2015-12-10 15:57:00
"4441",2015-12-10,161164,"Fire","Harvey","IL",60426,"Cook",1,0,5,0,0,0,0,7,5,5,2700,2015-12-10 15:07:00,2015-12-10 15:09:00,2015-12-10 15:13:00,2015-12-10 16:13:00,2015-12-10 18:01:00
"4442",2015-12-10,161165,"Fire","Harvard","IL",60033,"McHenry",1,1,0,0,0,0,0,3,5,2,1840,2015-12-10 16:20:00,2015-12-10 16:25:00,2015-12-10 16:53:00,2015-12-10 18:08:00,2015-12-10 20:31:00
"4443",2015-12-10,161166,"Fire","Streator","IL",61364,"LaSalle",0,0,0,0,0,0,0,0,0,0,NA,2015-12-10 21:38:00,2015-12-10 21:53:00,2015-12-10 21:54:00,2015-12-10 22:20:00,2015-12-10 22:21:00
"4444",2015-12-10,161167,"No response needed","Caledonia","IL",61011,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4445",2015-12-10,161168,"Fire","Chicago","IL",60644,"Cook",1,0,0,0,0,0,0,5,0,1,1185,2015-12-10 22:13:00,2015-12-10 22:36:00,2015-12-10 22:36:00,NA,2015-12-11 00:49:00
"4446",2015-12-11,161169,"Fire","Phoenix","IL",60426,"Cook",0,1,0,0,2,2,0,2,0,2,810,2015-12-11 16:12:00,2015-12-11 16:59:00,2015-12-11 16:59:00,2015-12-11 19:12:00,2015-12-11 20:22:00
"4447",2015-12-11,161171,"Fire","Chicago","IL",60651,"Cook",0,3,0,0,0,0,0,7,7,3,3010,2015-12-12 01:15:00,2015-12-12 01:15:00,2015-12-12 01:31:00,2015-12-12 02:11:00,2015-12-12 04:33:00
"4448",2015-12-12,161173,"Fire","Chicago","IL",60614,"Cook",0,0,0,0,0,0,0,0,0,0,NA,2015-12-12 14:31:00,2015-12-12 14:43:00,2015-12-12 14:44:00,NA,2015-12-12 15:55:00
"4449",2015-12-12,161174,"Fire","Zion","IL",60099,"Lake",0,1,0,0,0,0,0,1,5,1,1030,2015-12-12 18:32:00,2015-12-12 18:35:00,2015-12-12 18:52:00,2015-12-12 20:46:00,2015-12-12 21:45:00
"4450",2015-12-12,161175,"No response needed","Glen Ellyn","IL",60137,"DuPage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4451",2015-12-12,161176,"No response needed","Oak Lawn","IL",60453,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4452",2015-12-12,161177,"No response needed","Glen Ellyn","IL",60137,"DuPage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4453",2015-12-13,161178,"Fire","Chicago","IL",60631,"Cook",0,1,0,0,0,0,0,1,0,1,NA,2015-12-13 16:09:00,2015-12-13 16:50:00,2015-12-13 17:00:00,NA,2015-12-13 18:03:00
"4454",2015-12-13,161179,"Fire","Chicago","IL",60617,"Cook",0,0,1,0,0,0,0,3,0,1,375,2015-12-13 23:33:00,2015-12-13 23:34:00,2015-12-13 23:52:00,2015-12-14 01:20:00,2015-12-14 01:53:00
"4455",2015-12-10,161180,"No response needed","Chicago","IL",60628,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4456",2015-12-13,161181,"No response needed","Chicago","IL",60623,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4457",2015-12-14,161182,"Fire","Chicago","IL",60628,"Cook",0,2,0,0,0,0,0,1,0,1,405,2015-12-14 10:51:00,2015-12-14 22:15:00,2015-12-14 22:30:00,2015-12-14 23:12:00,2015-12-15 01:12:00
"4458",2015-12-14,161184,"Fire","Calumet Park","IL",60827,"Cook",0,1,0,0,0,0,0,2,0,1,530,2015-12-15 05:53:00,2015-12-15 06:27:00,2015-12-15 07:07:00,NA,2015-12-15 09:04:00
"4459",2015-12-15,161185,"Building collapse","Rockford","IL",61101,"Winnebago",0,1,0,0,0,0,0,2,0,0,420,2015-12-15 09:09:00,2015-12-15 09:14:00,2015-12-15 09:23:00,2015-12-15 10:05:00,2015-12-15 11:24:00
"4460",2015-12-15,161186,"No response needed","Chicago","IL",60621,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4461",2015-12-15,161187,"Fire","Kankakee","IL",60901,"Kankakee",0,5,0,0,0,0,0,5,1,1,1090,2015-12-15 12:50:00,2015-12-15 12:50:00,2015-12-15 13:08:00,2015-12-15 13:44:00,2015-12-15 14:20:00
"4462",2015-12-15,161188,"Fire","Chicago","IL",60644,"Cook",0,0,3,0,0,0,0,5,2,3,705,2015-12-15 14:42:00,2015-12-15 14:46:00,2015-12-15 15:04:00,2015-12-15 16:06:00,2015-12-15 17:30:00
"4463",2015-12-15,161189,"No response needed","Chicago","IL",60616,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4464",2015-12-15,161190,"No response needed","Berwyn","IL",60402,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4465",2015-12-15,161192,"No response needed","Harvard","IL",60033,"McHenry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4466",2015-12-15,161193,"Fire","Chicago","IL",60647,"Cook",0,1,0,0,0,0,0,2,0,2,250,2015-12-15 17:17:00,2015-12-15 17:17:00,2015-12-15 17:28:00,2015-12-15 18:56:00,2015-12-15 19:16:00
"4467",2015-12-15,161195,"Fire","Chicago","IL",60632,"Cook",0,0,0,1,0,0,0,2,5,1,NA,2015-12-15 18:40:00,2015-12-15 18:43:00,2015-12-15 18:54:00,NA,2015-12-15 21:01:00
"4468",2015-12-15,161196,"Fire","Chicago","IL",60628,"Cook",0,1,0,0,0,0,0,2,0,1,530,2015-12-16 02:32:00,2015-12-16 02:34:00,2015-12-16 02:54:00,2015-12-16 03:27:00,2015-12-16 04:10:00
"4469",2015-12-16,161197,"No response needed","Oak Park","IL",60302,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4470",2015-12-16,161199,"No response needed","Chicago","IL",60617,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4471",2015-12-17,161200,"No response needed","Chicago","IL",60634,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4472",2015-12-17,161201,"Fire","Princeton","IL",61356,"Bureau",0,1,0,0,0,0,0,3,2,1,965,2015-12-17 15:30:00,2015-12-17 15:32:00,2015-12-17 15:40:00,2015-12-17 16:01:00,2015-12-17 17:25:00
"4473",2015-12-17,161202,"Fire","Sandwich","IL",60548,"DeKalb",1,0,0,0,0,0,0,0,0,0,NA,2015-12-17 16:50:00,2015-12-17 16:57:00,2015-12-17 17:18:00,2015-12-17 18:42:00,2015-12-17 19:50:00
"4474",2015-12-17,161203,"Fire","Chicago","IL",60622,"Cook",0,0,2,0,0,0,0,4,0,4,NA,2015-12-17 23:06:00,2015-12-17 23:11:00,2015-12-17 23:19:00,2015-12-18 00:08:00,2015-12-18 00:38:00
"4475",2015-12-17,161204,"No response needed","Crestwood","IL",60445,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4476",2015-12-17,161205,"No response needed","Rockford","IL",61108,"Winnebago",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4477",2015-12-18,161206,"Fire","Morris","IL",60450,"Grundy",0,1,0,0,0,0,0,2,3,0,625,2015-12-18 15:10:00,2015-12-18 15:31:00,2015-12-18 16:05:00,2015-12-18 17:38:00,2015-12-18 18:47:00
"4478",2015-12-18,161207,"Building collapse","Hazel Crest","IL",60429,"Cook",0,1,0,0,0,0,0,2,4,1,1260,2015-12-18 20:13:00,2015-12-18 20:28:00,2015-12-18 21:00:00,NA,2015-12-18 22:01:00
"4479",2015-12-18,161208,"No response needed","Willowbrook","IL",60527,"DuPage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4480",2015-12-18,161209,"Fire","Rockford","IL",61102,"Winnebago",1,0,0,0,0,0,0,1,0,1,NA,2015-12-18 21:45:00,2015-12-18 21:46:00,2015-12-18 22:47:00,2015-12-18 22:05:00,2015-12-18 23:10:00
"4481",2015-12-18,161210,"Fire","Chicago","IL",60616,"Cook",0,0,1,0,0,0,0,1,1,1,670,2015-12-18 22:55:00,2015-12-18 23:05:00,2015-12-18 23:36:00,2015-12-19 00:07:00,2015-12-19 00:55:00
"4482",2015-12-18,161211,"Fire","Matteson","IL",60443,"Cook",2,0,0,0,0,0,0,4,0,1,920,2015-12-19 00:07:00,2015-12-19 00:00:00,2015-12-19 00:45:00,2015-12-19 01:30:00,2015-12-19 03:11:00
"4483",2015-12-18,161212,"No response needed","Worth","IL",60482,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4484",2015-12-19,161213,"Fire","Chicago","IL",60628,"Cook",0,3,0,0,0,1,1,3,0,3,1340,2015-12-19 13:27:00,2015-12-19 13:27:00,2015-12-19 13:50:00,2015-12-19 15:15:00,2015-12-19 17:10:00
