"","date","incident_num","incident_type","city","state","zip","county","destroyed","major","minor","affected","injured","hospitalized","deceased","adults","children","families","assistance","verified","dispatched","responders_id","on_scene","departed"
"1500",2014-09-29,150571,"Fire","Hammond","IN",46323,"Lake",0,0,0,1,0,0,0,1,4,1,645,2014-09-29 17:27:00,2014-09-29 08:03:00,2014-09-29 20:45:00,2014-09-29 21:53:00,2014-09-29 23:37:00
"1501",2014-09-29,150572,"No response needed","Chicago","IL",60657,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1502",2014-09-29,150573,"No response needed","Chicago","IL",60651,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1503",2014-09-29,150574,"No response needed","Chicago","IL",60623,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1504",2014-09-29,150575,"No response needed","Chicago","IL",60632,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1505",2014-09-30,150576,"No response needed","Chicago","IL",60609,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1506",2014-09-30,150577,"No response needed","Geneva","IL",60134,"Kane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1507",2014-09-30,150578,"Fire","Chicago","IL",60608,"Cook",1,0,0,0,0,0,0,1,0,0,360,2014-09-30 15:26:00,2014-09-30 15:26:00,2014-09-30 15:26:00,2014-09-30 15:45:00,2014-09-30 17:38:00
"1508",2014-09-30,150579,"Fire","Chicago","IL",60609,"Cook",0,0,2,1,0,0,0,3,0,3,325,2014-09-30 21:30:00,2014-09-30 21:30:00,2014-09-30 21:50:00,2014-09-30 22:55:00,2014-10-01 00:37:00
"1509",2014-09-30,150580,"Fire","Romeoville","IL",60446,"Will",1,0,0,0,0,0,0,2,1,1,625,2014-09-30 21:26:00,2014-09-30 21:30:00,2014-09-30 21:52:00,2014-09-30 22:40:00,2014-10-01 00:50:00
"1510",2014-09-30,150581,"No response needed","Chicago","IL",60617,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1511",2014-09-30,150582,"Fire","Chicago","IL",60619,"Cook",0,1,1,0,0,0,0,8,0,3,NA,2014-09-30 21:54:00,2014-09-30 22:20:00,2014-09-30 22:55:00,2014-10-01 00:52:00,2014-10-01 01:39:00
"1512",2014-09-30,150583,"No response needed","Gary","IN",46409,"Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1513",2014-09-30,150584,"Fire","Elk Grove Village","IL",60007,"Cook",0,3,0,36,0,0,0,45,7,39,545,2014-09-30 22:56:00,2014-09-30 22:40:00,2014-09-30 22:40:00,2014-10-01 00:42:00,2014-10-01 03:53:00
"1514",2014-09-30,150585,"No response needed","Waukegan","IL",60085,"Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1515",2014-09-30,150586,"Fire","Chicago","IL",60629,"Cook",0,1,0,0,0,0,0,4,0,1,315,2014-10-01 02:17:00,2014-10-01 02:17:00,2014-10-01 02:45:00,2014-10-01 03:28:00,2014-10-01 04:11:00
"1516",2014-10-01,150587,"No response needed","Chicago","IL",60609,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1517",2014-10-01,150588,"No response needed","Chicago","IL",60639,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1518",2014-10-01,150589,"Fire","Streamwood","IL",60107,"Cook",0,1,0,0,0,0,0,6,2,1,635,2014-10-01 22:02:00,2014-10-01 22:34:00,2014-10-01 22:41:00,2014-10-02 00:08:00,2014-10-02 01:30:00
"1519",2014-10-01,150590,"Fire","Chicago","IL",60624,"Cook",4,0,0,0,0,0,0,0,0,0,NA,2014-10-02 03:51:00,2014-10-02 03:52:00,2014-10-02 04:14:00,2014-10-02 04:46:00,2014-10-02 06:25:00
"1520",2014-10-02,150591,"No response needed","Holiday Hills","IL",60051,"McHenry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1521",2014-10-02,150592,"No response needed","Chicago","IL",60612,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1522",2014-10-02,150593,"Fire","Chicago","IL",60632,"Cook",0,1,0,0,0,0,0,2,2,1,315,2014-10-03 04:48:00,2014-10-03 04:49:00,2014-10-03 05:00:00,2014-10-03 05:54:00,2014-10-03 06:50:00
"1523",2014-10-03,150594,"Fire","Cicero","IL",60804,"Cook",0,2,0,0,0,0,0,7,3,2,535,2014-10-03 10:30:00,2014-10-03 10:41:00,2014-10-03 11:10:00,2014-10-03 12:20:00,2014-10-03 13:30:00
"1524",2014-10-03,150595,"No response needed","Chicago","IL",60641,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1525",2014-10-04,150596,"No response needed","Chicago","IL",60651,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1526",2014-10-04,150597,"No response needed","Chicago","IL",60616,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1527",2014-10-04,150598,"No response needed","Winnetka","IL",60093,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1528",2014-10-04,150599,"No response needed","Willowbrook","IL",60527,"DuPage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1529",2014-10-04,150600,"No response needed","Round Lake","IL",60073,"Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1530",2014-10-04,150601,"No response needed","Cedar Lake","IN",46303,"Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1531",2014-10-04,150602,"Fire","Chicago","IL",60636,"Cook",0,0,0,0,0,0,0,0,0,0,NA,2014-10-05 04:14:00,2014-10-05 04:17:00,2014-10-05 04:24:00,2014-10-05 05:35:00,2014-10-05 06:05:00
"1532",2014-10-05,150603,"Fire","Chicago","IL",60642,"Cook",2,2,3,0,0,0,0,0,0,0,NA,2014-10-05 09:18:00,2014-10-05 09:30:00,2014-10-05 09:35:00,2014-10-05 10:08:00,2014-10-05 11:43:00
"1533",2014-10-05,150604,"Fire","Chicago","IL",60624,"Cook",0,0,0,1,0,0,0,0,0,0,NA,2014-10-05 11:14:00,2014-10-05 11:17:00,2014-10-05 11:40:00,2014-10-05 11:55:00,2014-10-05 12:10:00
"1534",2014-10-05,150605,"Fire","Chicago","IL",60630,"Cook",0,0,0,1,0,0,0,1,0,1,NA,2014-10-05 19:58:00,2014-10-05 19:58:00,2014-10-05 20:10:00,2014-10-05 20:56:00,2014-10-05 21:27:00
"1535",2014-10-06,150606,"Fire","Park Forest","IL",60466,"Cook",0,0,1,0,0,0,0,2,3,1,775,2014-10-06 07:45:00,2014-10-07 14:20:00,2014-10-07 15:02:00,2014-10-07 15:56:00,2014-10-07 16:55:00
"1536",2014-10-06,150607,"No response needed","Chicago","IL",60631,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1537",2014-10-06,150608,"Fire","Gary","IN",46406,"Lake",0,0,0,0,0,0,0,1,4,1,NA,2014-10-06 19:54:00,2014-10-06 20:25:00,2014-10-06 20:40:00,2014-10-06 20:56:00,2014-10-06 21:40:00
"1538",2014-10-06,150609,"Fire","Chicago","IL",60623,"Cook",0,0,0,0,0,0,0,0,0,0,NA,2014-10-06 23:40:00,2014-10-06 23:41:00,2014-10-06 23:47:00,2014-10-07 00:45:00,2014-10-07 01:00:00
"1539",2014-10-06,150610,"Fire","Stone Park","IL",60165,"Cook",0,0,0,1,0,0,0,2,4,1,585,2014-10-07 01:09:00,2014-10-07 01:40:00,2014-10-07 01:41:00,2014-10-07 02:09:00,2014-10-07 03:52:00
"1540",2014-10-07,150611,"No response needed","Lansing","IL",60438,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1541",2014-10-07,150612,"No response needed","Chicago","IL",60632,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1542",2014-10-07,150613,"Fire","Chicago","IL",60620,"Cook",0,1,0,0,0,0,0,6,0,1,1215,2014-10-07 19:31:00,2014-10-07 19:33:00,2014-10-07 19:33:00,2014-10-07 20:41:00,2014-10-07 22:10:00
"1543",2014-10-07,150615,"No response needed","Chicago","IL",60652,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1544",2014-10-07,150616,"Fire","Chicago","IL",60620,"Cook",0,0,1,0,0,0,0,1,0,1,250,2014-10-08 02:16:00,2014-10-08 13:10:00,2014-10-08 13:22:00,2014-10-08 14:57:00,2014-10-08 16:10:00
"1545",2014-10-08,150617,"No response needed","Schaumburg","IL",60193,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1546",2014-10-08,150618,"Fire","Chicago Heights","IL",60411,"Cook",1,1,3,0,2,3,0,4,1,4,1239,2014-10-09 00:14:00,2014-10-09 00:15:00,2014-10-09 00:15:00,2014-10-09 00:56:00,2014-10-09 02:45:00
"1547",2014-10-09,150619,"Fire","Chicago","IL",60628,"Cook",0,1,0,0,0,0,0,0,0,0,NA,2014-10-09 07:04:00,2014-10-09 07:05:00,2014-10-09 07:23:00,2014-10-09 08:50:00,2014-10-09 09:00:00
"1548",2014-10-09,150620,"No response needed","Chicago","IL",60626,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1549",2014-10-09,150621,"Fire","Elmwood Park","IL",60707,"Cook",0,1,0,0,2,2,0,4,0,1,275,2014-10-09 18:08:00,2014-10-09 19:44:00,2014-10-09 20:17:00,2014-10-09 22:55:00,2014-10-09 23:35:00
"1550",2014-10-09,150622,"No response needed","McHenry","IL",60050,"McHenry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1551",2014-10-09,150623,"No response needed","Rockdale","IL",60436,"Will",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1552",2014-10-09,150624,"Fire","Shorewood","IL",60404,"Will",0,0,0,0,0,0,0,2,4,1,NA,2014-10-09 20:59:00,2014-10-09 20:59:00,2014-10-09 21:38:00,2014-10-09 23:14:00,2014-10-09 23:28:00
"1553",2014-10-09,150625,"Fire","Chicago","IL",60619,"Cook",0,0,1,0,0,0,0,0,0,0,NA,2014-10-09 23:06:00,2014-10-09 23:32:00,2014-10-09 23:40:00,2014-10-10 00:26:00,2014-10-10 00:53:00
"1554",2014-10-09,150626,"Building collapse","Phoenix","IL",60426,"Cook",0,1,0,0,0,0,0,1,0,1,NA,2014-10-10 00:58:00,2014-10-10 01:00:00,2014-10-10 01:06:00,2014-10-10 01:23:00,2014-10-10 01:34:00
"1555",2014-10-10,150627,"Fire","Waterman","IL",60556,"DeKalb",0,1,0,0,0,0,0,1,0,1,NA,2014-10-10 05:35:00,2014-10-10 06:00:00,2014-10-10 06:20:00,2014-10-10 07:15:00,2014-10-10 08:18:00
"1556",2014-10-10,150628,"Fire","Gary","IN",46406,"Lake",0,0,1,0,0,0,0,1,2,1,405,2014-10-10 17:13:00,2014-10-10 17:13:00,2014-10-10 17:32:00,2014-10-10 18:29:00,2014-10-10 19:34:00
"1557",2014-10-10,150630,"Fire","Chicago","IL",60640,"Cook",0,0,1,0,0,0,0,1,0,1,250,2014-10-10 23:00:00,2014-10-10 23:25:00,2014-10-10 23:26:00,2014-10-11 00:03:00,2014-10-11 01:33:00
"1558",2014-10-10,150631,"Fire","Chicago","IL",60619,"Cook",0,0,1,0,0,0,0,5,0,3,NA,2014-10-11 00:29:00,2014-10-11 00:30:00,2014-10-11 01:20:00,2014-10-11 02:12:00,2014-10-11 02:32:00
"1559",2014-10-10,150632,"No response needed","Markham","IL",60428,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1560",2014-10-10,150633,"No response needed","Streamwood","IL",60107,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1561",2014-10-11,150634,"No response needed","Chicago","IL",60639,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1562",2014-10-11,150635,"No response needed","South Holland","IL",60426,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1563",2014-10-11,150637,"No response needed","Oak Lawn","IL",60453,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1564",2014-10-12,150638,"No response needed","Chicago","IL",60657,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1565",2014-10-12,150639,"Fire","Waukegan","IL",60085,"Lake",0,1,1,0,0,0,0,4,6,2,585,2014-10-12 14:01:00,2014-10-12 14:01:00,2014-10-12 14:16:00,2014-10-12 15:14:00,2014-10-12 17:10:00
"1566",2014-10-12,150640,"No response needed","North Chicago","IL",60064,"Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1567",2014-10-12,150641,"No response needed","Chicago","IL",60624,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1568",2014-10-12,150642,"Fire","Chicago","IL",60608,"Cook",0,2,4,3,0,0,0,17,5,6,2580,2014-10-12 19:42:00,2014-10-12 20:00:00,2014-10-12 20:15:00,2014-10-12 20:20:00,2014-10-13 00:01:00
"1569",2014-10-12,150643,"No response needed","Dolton","IL",60419,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1570",2014-10-13,150644,"Fire","Chicago","IL",60636,"Cook",0,1,0,0,0,0,0,1,1,1,295,2014-10-13 06:02:00,2014-10-13 06:05:00,2014-10-13 06:30:00,NA,2014-10-13 09:40:00
"1571",2014-10-13,150645,"Building collapse","River Grove","IL",60171,"Cook",0,0,0,12,0,0,0,0,0,0,NA,2014-10-13 07:45:00,2014-10-13 08:22:00,2014-10-13 08:40:00,2014-10-13 09:07:00,2014-10-13 09:07:00
"1572",2014-10-13,150646,"No response needed","Tinley Park","IL",60477,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1573",2014-10-13,150647,"Fire","Chicago","IL",60632,"Cook",0,1,2,0,0,0,0,5,4,3,1080,2014-10-13 09:12:00,2014-10-13 09:13:00,2014-10-13 09:30:00,2014-10-13 10:40:00,2014-10-13 11:40:00
"1574",2014-10-13,150648,"No response needed","Chicago","IL",60651,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1575",2014-10-13,150649,"No response needed","Palos Hills","IL",NA,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1576",2014-10-13,150651,"Fire","Chicago","IL",60628,"Cook",0,0,0,1,0,0,0,1,1,1,NA,2014-10-13 17:53:00,2014-10-13 18:08:00,2014-10-13 18:11:00,2014-10-13 19:00:00,2014-10-13 19:33:00
"1577",2014-10-13,150652,"Fire","Chicago","IL",60625,"Cook",0,1,0,0,0,0,0,4,6,2,205,2014-10-13 21:18:00,2014-10-13 21:18:00,2014-10-13 21:45:00,2014-10-13 21:54:00,2014-10-13 23:52:00
"1578",2014-10-13,150653,"Fire","Island Lake","IL",60042,"Lake",0,1,0,0,0,0,0,2,1,1,NA,2014-10-13 23:01:00,2014-10-13 23:07:00,2014-10-13 23:28:00,2014-10-14 00:44:00,2014-10-14 01:27:00
"1579",2014-10-13,150654,"No response needed","Crystal Lake","IL",60014,"McHenry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1580",2014-10-14,150655,"No response needed","Kildeer","IL",60047,"Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1581",2014-10-14,150656,"No response needed","Kankakee","IL",60901,"Kankakee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1582",2014-10-14,150657,"No response needed","Matteson","IL",60443,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1583",2014-10-14,150658,"Fire","Chicago","IL",60634,"Cook",0,0,1,0,0,0,0,1,0,1,NA,2014-10-14 14:02:00,2014-10-14 14:08:00,2014-10-14 14:09:00,2014-10-14 15:02:00,2014-10-14 15:53:00
"1584",2014-10-14,150659,"No response needed","Fox Lake","IL",60020,"Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1585",2014-10-14,150661,"Fire","Chicago","IL",60644,"Cook",0,0,0,1,0,0,0,0,0,0,NA,2014-10-15 00:54:00,2014-10-15 01:13:00,2014-10-15 01:13:00,2014-10-15 02:06:00,2014-10-15 02:32:00
"1586",2014-10-15,150663,"No response needed","Bensenville","IL",60106,"DuPage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1587",2014-10-15,150664,"No response needed","Chicago","IL",60636,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1588",2014-10-15,150665,"Fire","Chicago","IL",60649,"Cook",0,1,0,0,0,0,0,1,0,0,250,2014-10-15 13:23:00,2014-10-15 13:25:00,2014-10-15 13:38:00,2014-10-15 15:10:00,2014-10-15 17:10:00
"1589",2014-10-15,150667,"Fire","Chicago","IL",60609,"Cook",0,6,0,0,0,1,0,10,13,6,2655,2014-10-15 20:35:00,2014-10-15 20:38:00,2014-10-15 21:00:00,NA,2014-10-16 01:44:00
"1590",2014-10-15,150668,"No response needed","Evanston","IL",60201,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1591",2014-10-16,150669,"Fire","Oak Lawn","IL",60453,"Cook",0,1,1,0,0,0,0,3,5,2,250,2014-10-16 07:50:00,2014-10-16 07:55:00,2014-10-16 08:00:00,2014-10-16 08:33:00,2014-10-16 10:10:00
"1592",2014-10-16,150670,"Fire","Chicago","IL",60619,"Cook",0,3,0,3,1,1,0,5,4,4,945,2014-10-16 10:42:00,2014-10-16 10:45:00,2014-10-16 11:10:00,2014-10-16 12:00:00,2014-10-16 15:59:00
"1593",2014-10-16,150671,"Fire","Chicago","IL",60651,"Cook",1,1,0,0,1,0,0,3,3,2,555,2014-10-16 23:40:00,2014-10-16 23:41:00,2014-10-17 00:09:00,NA,2014-10-17 01:52:00
"1594",2014-10-16,150672,"Fire","Chicago","IL",60639,"Cook",0,1,2,0,0,0,2,5,0,3,390,2014-10-17 04:27:00,2014-10-17 04:30:00,2014-10-17 04:45:00,2014-10-17 05:18:00,2014-10-17 08:43:00
"1595",2014-10-17,150673,"Fire","Chicago","IL",60642,"Cook",0,2,2,0,0,0,0,9,0,4,570,2014-10-17 05:16:00,2014-10-17 05:19:00,2014-10-17 05:32:00,2014-10-17 05:52:00,2014-10-17 07:54:00
"1596",2014-10-17,150674,"Fire","Chicago","IL",60623,"Cook",0,1,1,2,1,1,0,10,8,4,315,2014-10-17 11:35:00,2014-10-17 11:36:00,2014-10-17 11:54:00,2014-10-17 12:46:00,2014-10-17 14:44:00
"1597",2014-10-17,150675,"No response needed","McHenry","IL",60051,"McHenry",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1598",2014-10-17,150676,"Fire","Chicago","IL",60621,"Cook",0,1,0,0,0,1,0,3,1,1,315,2014-10-17 16:31:00,2014-10-17 16:35:00,2014-10-17 16:42:00,2014-10-17 17:15:00,2014-10-17 18:44:00
"1599",2014-10-17,150677,"No response needed","Hoffman Estates","IL",60169,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1600",2014-10-17,150678,"No response needed","Waukegan","IL",60085,"Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1601",2014-10-17,150679,"No response needed","Chicago","IL",60624,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1602",2014-10-17,150680,"No response needed","Chicago","IL",60610,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1603",2014-10-17,150681,"No response needed","Franklin Park","IL",60131,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1604",2014-10-17,150682,"Fire","Chicago","IL",60619,"Cook",0,1,0,0,0,0,0,2,0,1,275,2014-10-18 02:11:00,2014-10-18 02:12:00,2014-10-18 02:23:00,2014-10-18 06:12:00,2014-10-18 07:30:00
"1605",2014-10-17,150683,"No response needed","Homewood","IL",60430,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1606",2014-10-18,150684,"No response needed","Elburn","IL",60119,"Kane",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1607",2014-10-18,150686,"Fire","Chicago","IL",60659,"Cook",0,0,0,1,0,0,0,1,3,1,NA,2014-10-18 14:20:00,2014-10-18 14:21:00,2014-10-18 16:00:00,2014-10-18 16:33:00,2014-10-18 17:05:00
"1608",2014-10-18,150687,"Fire","Chicago","IL",60644,"Cook",0,0,1,0,0,0,0,2,2,1,NA,2014-10-18 16:27:00,2014-10-18 16:50:00,2014-10-18 16:51:00,2014-10-18 17:43:00,2014-10-18 18:24:00
"1609",2014-10-18,150688,"No response needed","Wilmington","IL",NA,"Will",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1610",2014-10-18,150689,"No response needed","Chicago","IL",60636,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1611",2014-10-19,150690,"No response needed","Antioch","IL",60002,"Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1612",2014-10-19,150691,"No response needed","Elmwood Park","IL",60707,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1613",2014-10-19,150692,"Fire","Chicago","IL",60651,"Cook",0,1,0,0,0,0,0,3,4,1,NA,2014-10-19 21:59:00,2014-10-19 22:01:00,2014-10-19 22:09:00,2014-10-19 23:07:00,2014-10-19 23:48:00
"1614",2014-10-19,150693,"Fire","Chicago","IL",60643,"Cook",0,0,0,1,0,1,0,3,0,1,NA,2014-10-20 01:55:00,2014-10-20 02:03:00,2014-10-20 02:10:00,2014-10-20 02:50:00,2014-10-20 03:05:00
"1615",2014-10-20,150694,"Fire","Chicago","IL",60621,"Cook",0,0,0,1,0,1,0,1,0,1,50,2014-10-20 07:27:00,2014-10-20 07:28:00,2014-10-20 07:38:00,2014-10-20 07:55:00,2014-10-20 08:20:00
"1616",2014-10-20,150695,"Fire","Kankakee","IL",60901,"Kankakee",0,0,1,0,0,0,0,2,5,0,605,2014-10-20 20:54:00,2014-10-20 21:50:00,2014-10-20 21:50:00,2014-10-21 00:33:00,2014-10-21 01:15:00
"1617",2014-10-20,150696,"Fire","Chicago","IL",60619,"Cook",0,1,0,0,0,0,0,7,1,1,595,2014-10-20 23:09:00,2014-10-21 04:45:00,2014-10-21 05:00:00,2014-10-21 05:35:00,2014-10-21 08:20:00
"1618",2014-10-21,150699,"No response needed","Chicago","IL",60618,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1619",2014-10-21,150700,"No response needed","Dyer","IN",46311,"Lake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1620",2014-10-21,150701,"Fire","Woodridge","IL",60517,"DuPage",0,0,1,0,0,1,0,1,7,1,460,2014-10-27 21:00:00,2014-10-27 21:00:00,2014-10-27 21:27:00,2014-10-27 22:00:00,2014-10-27 23:06:00
"1621",2014-10-21,150702,"Fire","Vernon Hills","IL",60061,"Lake",0,1,0,0,0,0,0,3,2,1,535,2014-10-21 15:47:00,2014-10-21 15:50:00,2014-10-21 16:20:00,2014-10-21 16:53:00,2014-10-21 18:01:00
"1622",2014-10-21,150703,"Fire","Chicago","IL",60621,"Cook",0,0,0,0,0,0,0,2,6,1,NA,2014-10-21 16:58:00,2014-10-21 16:59:00,2014-10-21 17:05:00,2014-10-21 18:20:00,2014-10-21 18:33:00
"1623",2014-10-21,150704,"Fire","Chicago","IL",60645,"Cook",0,0,1,0,0,1,0,1,0,0,NA,2014-10-21 21:01:00,2014-10-21 21:16:00,2014-10-21 21:25:00,2014-10-21 22:36:00,2014-10-21 23:40:00
"1624",2014-10-21,150705,"No response needed","Chicago","IL",60653,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1625",2014-10-21,150706,"Fire","Glenview","IL",60025,"Cook",0,0,1,0,0,0,0,1,0,0,250,2014-10-22 00:45:00,2014-10-22 01:05:00,2014-10-22 01:39:00,NA,2014-10-22 03:46:00
"1626",2014-10-21,150707,"Fire","Chicago","IL",60612,"Cook",1,0,0,0,1,0,0,1,3,1,845,2014-10-22 01:10:00,2014-10-22 01:11:00,2014-10-22 02:05:00,2014-10-22 02:45:00,2014-10-22 03:45:00
"1627",2014-10-21,150708,"Fire","Chicago","IL",60624,"Cook",0,2,0,0,0,1,0,3,2,2,NA,2014-10-22 04:03:00,2014-10-22 04:08:00,2014-10-22 04:10:00,2014-10-22 04:25:00,2014-10-22 05:40:00
"1628",2014-10-22,150709,"Fire","Chicago","IL",60647,"Cook",1,1,0,0,0,0,0,7,3,2,1620,2014-10-22 08:35:00,2014-10-22 08:37:00,2014-10-22 08:53:00,NA,2014-10-22 12:45:00
"1629",2014-10-22,150711,"No response needed","Downers Grove","IL",60516,"DuPage",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1630",2014-10-22,150712,"No response needed","Chicago","IL",60637,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1631",2014-10-23,150714,"No response needed","Chicago","IL",60630,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1632",2014-10-24,150715,"Fire","Chicago","IL",60623,"Cook",0,0,0,1,0,0,0,1,0,1,NA,2014-10-24 21:11:00,2014-10-24 21:30:00,2014-10-24 21:31:00,NA,2014-10-24 23:02:00
"1633",2014-10-24,150716,"No response needed","Park Forest","IL",60466,"Cook",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
